Room,Tag Number,Description,Manufacturer,Model,Serial Number,VCI N/A,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081903E437600,V1807C11540,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081903E497600,V1807C12615,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081903E4C7600,V1807C12621,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081903E507600,V1807C12619,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081903E517600,V1807C12641,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081903E537600,V1807C12647,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081903E567600,V1807C12637,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081903E587600,V1807C12631,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081903E5A7600,V1807C12670,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081903E5B7600,V1807C12650,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081903E5C7600,V1807C12669,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081903E5D7600,V1807C12623,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081903E5F7600,V1807C12639,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081903E617600,V1807C11543,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081903E657600,V1807C12666,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081903E677600,V1807C12624,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081903E6B7600,V1807C11554,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081903E6E7600,V1807C12622,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081903E807600,V1807C11676,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081903E867600,V1807C12648,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081903E8A7600,V1807C12674,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081903E947600,V1807C11678,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081903EAC7600,V1807C12640,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA01081903ED47600,V1807C12700,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190711D7600,V1807C12134,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190714C7600,V1807C12248,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819071597600,V1807C12292,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190716D7600,V1807C12346,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819071747600,V1807C12240,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819071787600,V1807C12183,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819071797600,V1807C12135,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190717A7600,V1807C12219,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190717B7600,V1807C12222,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190717D7600,V1807C12328,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190717F7600,V1807C12327,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819071807600,V1807C12220,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819071827600,V1807C12206,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819071837600,V1807C12238,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819071857600,V1807C12253,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819071877600,V1807C12181,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190718D7600,V1807C12182,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819071937600,V1807C12336,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819071947600,V1807C12185,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819071967600,V1807C12203,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819071987600,V1807C12269,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819071997600,V1807C12201,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190719A7600,V1807C12192,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819071A17600,V1807C12370,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819071A27600,V1807C12434,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819071A37600,V1807C12293,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819071A67600,V1807C12200,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819071C57600,V1807C12211,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819071E97600,V1807C12187,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819071ED7600,V1807C12340,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819072807600,V1807C12258,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819072EC7600,V1807C12284,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819072F97600,V1807C12071,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073107600,V1807C6776,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073117600,V1807C6773,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190733B7600,V1807C6986,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073767600,V1807C12224,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073807600,V1807C12186,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073907600,V1807C12290,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073937600,V1807C12280,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073A77600,V1807C12072,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073AA7600,V1807C12254,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073B77600,V1807C12227,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073BE7600,V1807C12281,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073CB7600,V1807C12074,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073CC7600,V1807C12184,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073CF7600,V1807C12271,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073D17600,V1807C12188,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073D47600,V1807C12139,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073D77600,V1807C12285,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073D87600,V1807C12278,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073D97600,V1807C12270,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073DB7600,V1807C12193,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073DF7600,V1807C12282,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073E17600,V1807C12259,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073E47600,V1807C12320,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073E67600,V1807C12251,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073E87600,V1807C12070,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073EB7600,V1807C12283,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073ED7600,V1807C12286,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073EE7600,V1807C12177,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073F07600,V1807C12225,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073F27600,V1807C12279,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073F37600,V1807C12250,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073F47600,V1807C12075,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073F57600,V1807C12239,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073F77600,V1807C12245,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073F87600,V1807C12226,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073F97600,V1807C12205,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073FB7600,V1807C12267,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073FC7600,V1807C12257,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073FD7600,V1807C12255,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073FE7600,V1807C12073,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819073FF7600,V1807C12221,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074007600,V1807C12180,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074017600,V1807C12252,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074047600,V1807C12249,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074057600,V1807C12207,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074077600,V1807C12266,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074097600,V1807C12256,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190740E7600,V1807C12242,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190740F7600,V1807C12190,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074117600,V1807C12241,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074127600,V1807C12433,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074137600,V1807C12179,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074187600,V1807C12223,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074197600,V1807C12387,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190741A7600,V1807C12228,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190741C7600,V1807C12347,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190741E7600,V1807C12351,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190741F7600,V1807C12298,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074227600,V1807C12345,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074267600,V1807C12209,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074287600,V1807C12353,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074297600,V1807C12212,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190742A7600,V1807C12213,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190742B7600,V1807C12268,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190742F7600,V1807C12204,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074317600,V1807C12243,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074337600,V1807C12236,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074347600,V1807C12202,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074367600,V1807C12341,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074387600,V1807C12289,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074397600,V1807C12342,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190743A7600,V1807C12210,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190743B7600,V1807C12191,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190743C7600,V1807C12343,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190743D7600,V1807C12344,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190743E7600,V1807C12431,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074407600,V1807C12435,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074417600,V1807C12214,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074427600,V1807C12246,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074437600,V1807C12379,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074477600,V1807C12388,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074497600,V1807C12352,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190744B7600,V1807C12323,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190744D7600,V1807C12356,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190744E7600,V1807C12386,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190744F7600,V1807C12237,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074517600,V1807C12235,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074527600,V1807C12390,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074557600,V1807C12305,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074577600,V1807C12322,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190745B7600,V1807C12304,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190745D7600,V1807C12307,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190745E7600,V1807C12302,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074627600,V1807C12306,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074637600,V1807C12338,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074647600,V1807C12321,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190746B7600,V1807C12319,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190747D7600,V1807C12348,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819074A17600,V1807C12244,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190757C7600,V1807C12717,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819075B47600,V1807C11477,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819075C47600,V1807C12672,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819075D97600,V1807C11508,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819075E87600,V1807C12686,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819076007600,V1807C12618,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819076047600,V1807C12687,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819076087600,V1807C11511,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819076337600,V1807C11505,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190765E7600,V1807C12725,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190767D7600,V1807C11555,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819076B27600,V1807C12649,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819076B47600,V1807C11383,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819076B67600,V1807C11685,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819076C47600,V1807C11546,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819076EB7600,V1807C11591,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819076F37600,V1807C11627,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819076F67600,V1807C12654,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819076FD7600,V1807C11556,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819076FE7600,V1807C11563,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819076FF7600,V1807C11677,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077007600,V1807C11682,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077017600,V1807C11594,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077027600,V1807C11585,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077037600,V1807C11561,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077047600,V1807C11686,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077057600,V1807C11560,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077087600,V1807C11587,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077097600,V1807C11684,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190770A7600,V1807C11683,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190770D7600,V1807C12679,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190770E7600,V1807C11564,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190770F7600,V1807C11687,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077107600,V1807C11596,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077127600,V1807C11688,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077137600,V1807C11586,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077147600,V1807C11629,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077177600,V1807C11655,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077197600,V1807C11626,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190771A7600,V1807C11691,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077247600,V1807C11656,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077257600,V1807C11570,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077267600,V1807C11672,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077277600,V1807C12643,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077287600,V1807C12651,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077297600,V1807C11680,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190772A7600,V1807C11679,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190772B7600,V1807C11657,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190772D7600,V1807C11553,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190772E7600,V1807C11692,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190772F7600,V1807C11568,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077307600,V1807C11690,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077317600,V1807C11661,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077327600,V1807C11675,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077347600,V1807C11550,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077357600,V1807C11552,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077387600,V1807C11547,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190773A7600,V1807C11673,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190773D7600,V1807C11660,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077407600,V1807C12628,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077447600,V1807C11603,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077457600,V1807C12723,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190774B7600,V1807C11602,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190774C7600,V1807C11693,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190774D7600,V1807C11689,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190774E7600,V1807C11664,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077537600,V1807C11694,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190775A7600,V1807C11533,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077697600,V1807C12708,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190776D7600,V1807C12638,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077787600,V1807C12633,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190777D7600,V1807C12659,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077807600,V1807C12656,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190778A7600,V1807C12635,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190778C7600,V1807C12612,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190779F7600,V1807C12627,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077A47600,V1807C12676,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077A97600,V1807C11529,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077AC7600,V1807C11527,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077B37600,V1807C12694,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077C07600,V1807C11539,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077CB7600,V1807C12625,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077CC7600,V1807C12644,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077D37600,V1807C12727,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077D47600,V1807C12668,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077D57600,V1807C12604,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077DA7600,V1807C12630,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077DB7600,V1807C11427,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077DC7600,V1807C12665,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077DD7600,V1807C12655,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077DE7600,V1807C12652,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077DF7600,V1807C12626,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077E07600,V1807C11535,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077E57600,V1807C12657,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077E97600,V1807C11471,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077EA7600,V1807C12645,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077EB7600,V1807C12646,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077EE7600,V1807C12634,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077EF7600,V1807C12636,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077F07600,V1807C12658,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077F27600,V1807C12662,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077F37600,V1807C12620,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077F47600,V1807C11541,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077F57600,V1807C11496,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077F77600,V1807C11544,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077F97600,V1807C12671,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077FA7600,V1807C12682,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077FD7600,V1807C12692,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819077FE7600,V1807C12653,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078007600,V1807C12610,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078017600,V1807C11531,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078047600,V1807C11518,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078067600,V1807C11532,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078077600,V1807C11515,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078097600,V1807C11486,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190780A7600,V1807C12617,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190780B7600,V1807C12611,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190780D7600,V1807C12693,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190780E7600,V1807C12559,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190780F7600,V1807C12675,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078107600,V1807C12691,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078117600,V1807C11536,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078127600,V1807C11519,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078137600,V1807C11499,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078147600,V1807C12560,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078157600,V1807C11490,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078167600,V1807C11487,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078177600,V1807C11526,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078187600,V1807C11534,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078197600,V1807C11512,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190781A7600,V1807C11537,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190781B7600,V1807C11485,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190781C7600,V1807C11429,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190781D7600,V1807C11506,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA0108190781F7600,V1807C11530,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078207600,V1807C11516,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078237600,V1807C11432,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078247600,V1807C11528,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078267600,V1807C11488,Asset N/A
Offsite,,Chromebook,Acer,C738T,NXG55AA010819078277600,V1807C11489,Asset N/A
